id,budget,revenue,release_year,director
312831,0,0,2015,Corin Hardy
316322,0,0,2015,Zeke Norton
301846,0,0,2015,Paul Hyett
306745,7000000,573335,2015,Peter Sollett
332340,0,0,2015,Ben Palmer
292431,3000000,695269,2015,Gaspar Noé
300693,9600000,2541554,2015,James Vanderbilt
333381,0,0,2015,Fouad Mikati
256924,10000000,10835752,2015,Dan Fogelman
253414,15000000,3020664,2015,Barry Levinson
254172,2240000,0,2015,Gabriele Muccino
320588,1000000,14444999,2015,Michael Showalter
157544,13000000,1784763,2015,Mark Neveldine
283235,8000000,1411927,2015,Ramin Bahrani
243938,14000000,12314651,2015,Steve Pink
86835,0,0,2015,Terrence Malick
254905,4000000,143101,2015,David Gordon Green
309242,0,0,2015,Ryan Fleck
332502,0,0,2015,Matt Osterman
286192,0,0,2015,James Ford Murphy
284674,0,0,2015,Christian Cantamessa
360055,0,0,2015,John Lyde
352179,0,0,2015,Wayne Blair
246127,0,8034,2015,Wim Wenders
338676,0,0,2015,Miguel Ángel Vivas
330982,0,0,2015,Brady Corbet
232572,8000000,35991087,2015,Ken Kwapis
112454,0,0,2015,Jon Watts
243940,3300000,64110728,2015,David Gelb
321528,0,0,2015,Jay Oliva
317744,8000000,0,2015,Elizabeth Allen Rosenbaum
300792,0,0,2015,Louie Psihoyos
239573,35000000,14431253,2015,Ken Scott
167810,2000000,45431,2015,Ryan Gosling
319075,0,0,2015,Brett Morgen
316042,0,0,2015,Paul Gross
334527,7000000,0,2015,Jackie Earle Haley
300153,12000000,0,2015,Anton Corbijn
228203,0,45710059,2015,Niki Caro
332704,0,0,2015,Michael Petroni
278236,0,0,2015,Morgan Matthews
276839,3000000,0,2015,Anthony Burns
326215,6000000,0,2015,Toby Genkel
363689,0,0,2015,Sheldon Wilson
318256,0,0,2015,Jill Bauer
299245,100000,42664410,2015,Travis Cluff
333344,0,0,2015,Neil LaBute
357096,0,0,2015,R.D. Braunstein
309299,0,0,2015,Michael Almereyda
314385,10000000,3334927,2015,Angelina Jolie
333596,0,0,2015,Andrew Erwin
361042,0,0,2015,Sheldon Wilson
353686,0,0,2015,Kevin Greutert
318954,0,1236094,2015,Chad Burns
289191,0,0,2015,Anders Morgenthaler
324333,0,0,2015,Robert Duvall
252164,0,0,2015,Ron Scalpello
360784,0,0,2015,Ross Duffer
336313,0,157768,2015,Tom Gianas
240483,21000000,0,2015,Jon Wright
321494,0,0,2015,Roel Reiné
353595,0,0,2015,Rick Morales
360603,0,0,2015,Alex Zamm
264337,0,0,2015,Sean McNamara
289716,0,0,2015,David Burris
296065,0,0,2015,Anthony DiBlasi
337029,0,0,2015,Bernard Rose
317952,0,0,2015,Matthew Heineman
325358,20000000,0,2015,Jason Friedberg
272548,0,0,2015,Antoine Bardou-Jacquet
340275,0,0,2015,Spike Lee
309887,5300000,0,2015,Craig Moss
302429,0,13603453,2015,Gary Rydstrom
253331,9000000,21571189,2015,Mike Binder
293771,0,0,2015,Zach Lipovsky
323373,0,0,2015,Jason Lei Howden
323027,0,0,2015,Sam Liu
297806,13000000,1646788,2015,Marc Abraham
253626,0,316472,2015,Andrew Niccol
354251,0,0,2015,Roxanne Benjamin
329637,0,0,2015,Tim Russ
257444,0,0,2015,Craig Macneill
355338,0,0,2015,Josh Cooley
271736,0,3286448,2015,Stephen Frears
309581,0,0,2015,Charles Stone III
293970,0,0,2015,Todd Strauss-Schulson
279690,0,0,2015,Jason Krawczyk
364067,0,0,2015,Sofia Coppola
318922,0,0,2015,Owen Harris
335077,0,0,2015,Simon Hung
266639,5000000,2333684,2015,Jon M. Chu
274504,0,0,2015,Pamela Romanowsky
244316,10000000,0,2015,David Hackl
352208,0,0,2015,Michael Moore
283587,6000000,90777,2015,Cary Fukunaga
311539,0,0,2015,Grant Harvey
277713,0,0,2015,Terence Davies
347945,0,4505,2015,Jacob Gentry
363483,0,0,2015,Peter Sullivan
344854,0,0,2015,Nick Robertson
234212,3000000,3387000,2015,Will Canon
354220,0,0,2015,Nick Simon
283596,0,0,2015,Robert Carlyle
250225,1000000,0,2015,Peter Strickland
307479,0,0,2015,April Mullen
339145,0,0,2015,Marya Cohn
323660,0,0,2015,Jeremy M. Inman
308638,447524,771317,2015,Andrew Mogel
359983,0,0,2015,Howy Parkins
300155,0,228136,2015,Julian Jarrold
328595,0,0,2015,Christopher Leone
327528,0,830129,2015,Robert Budreau
329540,1950000,0,2015,William Kaufman
306964,0,0,2015,Darren Lynn Bousman
360387,1000000,0,2015,Ken Sanzel
362185,0,0,2015,Obin Olson
94365,0,0,2015,Tom Six
241855,0,49970,2015,Aaron Moorhead
322518,0,0,2015,Adam Massey
291272,0,0,2015,Ted Geoghegan
324963,0,0,2015,Dan Fraga
342927,0,0,2015,Christopher Ray
361159,0,0,2015,Stanton Barrett
365805,0,0,2015,Michael Bafaro
351964,0,0,2015,Will Slocombe
362057,0,0,2015,Kevin Goetz
137333,0,0,2015,Matthew Leutwyler
317198,0,0,2015,Erik Canuel
57876,5000000,0,2015,Oren Peli
339533,0,0,2015,John Baumgartner
277546,6000000,0,2015,Austin Stark
308457,0,0,2015,Jennifer Phang
306482,0,0,2015,Ariel Kleiman
362105,4400000,0,2015,Peter DeLuise
245846,10000000,17472,2015,Kim Farrant
330112,0,0,2015,Tony McNamara
322766,0,0,2015,Christopher Zalla
361931,0,0,2015,Anthony Wonke
318224,0,0,2015,Alex Gibney
309503,0,0,2015,Mora Stephens
348811,0,0,2015,Ryan Little
310135,0,0,2015,François Simard
355111,0,0,2015,Karen J. Lloyd
335866,0,0,2015,Aaron Hann
295592,0,16661077,2015,Mark Linfield
335970,0,0,2015,Fred Wolf
366142,0,0,2015,Kyle Balda
310121,0,7449681,2015,Brett Haley
361263,0,0,2015,Robert Harmon
324308,0,494506,2015,Alex Gibney
326923,0,0,2015,Lee Friedlander
356842,0,0,2015,David Farr
339530,0,0,2015,Don Michael Paul
331190,2000000,2801508,2015,Jerry Jameson
301729,0,0,2015,Marc Furmie
395883,0,0,2015,Francesco Cinquemani
356300,0,0,2015,Jeremy Lalonde
218784,0,70958,2015,Robbie Pickering
310137,0,0,2015,José Manuel Cravioto
342917,0,0,2015,Butch Lukic
79698,27000000,0,2015,Roland Joffé
337960,0,0,2015,Neil Armfield
296130,0,0,2015,Alec Gillis
327418,0,0,2015,Butch Lukic
246133,0,0,2015,Rick Alverson
328869,0,0,2015,Reed Morano
308032,0,643557,2015,Kyle Patrick Alvarez
329829,0,0,2015,Mika Kaurismäki
330544,0,0,2015,Dee Rees
299551,0,0,2015,Chris Sparling
207270,0,0,2015,Matt Winn
307946,0,0,2015,Adam Salky
356905,0,0,2015,Stuart McDonald
318279,0,2334228,2015,Jimmy Chin
345637,0,0,2015,Sanjay Patel
284286,0,3447633,2015,Isabel Coixet
340816,0,0,2015,Mitch Davis
206197,0,0,2015,Caryn Waechter
331446,0,0,2015,Anthony C. Ferrante
351901,0,0,2015,Stephen Reynolds
357681,0,0,2015,Mark Neale
333657,0,4444,2015,Fabrizio Conte
336845,0,0,2015,Alex Kalymnios
343795,5000000,4842699,2015,Michael Polish
294562,0,0,2015,Mike Mendez
306197,0,0,2015,Kris Swanberg
297556,3500000,0,2015,Ethan Spaulding
354743,0,0,2015,Jed Mercurio
157422,0,0,2015,Jay Alaimo
316885,0,0,2015,Jeppe Rønde
228973,0,0,2015,Adam MacDonald
323967,700000,0,2015,Anna Mastro
320048,500000,0,2015,Branden Kramer
359305,0,0,2015,Aisling Walsh
329004,0,0,2015,Stephen Fingleton
362180,0,0,2015,Thierry Poiraud
343284,2000000,0,2015,Kyle Rankin
243752,0,0,2015,Nick Wernham
291866,0,0,2015,David Yarovesky
330127,0,0,2015,Jason Aron
323694,0,0,2015,Ben Blaine
334028,0,0,2015,Adam Egypt Mortimer
354924,1000000,0,2015,Jason Stutter
368256,0,0,2015,Eli Morgan Gesner
324291,0,0,2015,Charles Hood
347847,0,0,2015,Isaac Gabaeff
295490,0,0,2015,Joe Swanberg
253406,0,0,2015,Robert Pulcini
291865,0,0,2015,Conor McMahon
334531,20000000,0,2015,Angelo Pizzo
324803,0,0,2015,Adam Mason
339355,0,0,2015,Sam Friedlander
309304,600000,7087452,2015,Paul Weitz
339342,0,0,2015,Kenny Gage
306966,0,0,2015,Alberto Marini
226458,0,0,2015,Marcus Nispel
339148,0,0,2015,Emily Ting
340684,0,0,2015,Joey Kuhn
340968,0,0,2015,Paul Haggis
347754,0,0,2015,Iain Softley
326284,7500000,0,2015,Ernie Barbarash
317144,0,0,2015,Ben Chanan
277558,0,0,2015,Tyler Shields
338928,0,2642899,2015,Davis Guggenheim
291189,0,0,2015,Zachary Sluser
309425,0,0,2015,Jonathan M. Gunn
287689,0,0,2015,Jake Szymanski
363869,0,0,2015,Guido Chiesa
325189,0,0,2015,Jeffrey Hornaday
298582,1500000,0,2015,Sean Cisterna
301228,1500000,0,2015,Justin Trefgarne
343934,0,0,2015,Rhys Thomas
296025,0,0,2015,Tony Aloupis
371442,0,0,2015,Jason Schnell
325173,0,0,2015,Isaac Florentine
282313,0,0,2015,Dan Bush
300542,0,0,2015,Alex Ross Perry
309924,0,161820,2015,Sean Garrity
348634,0,0,2015,Ron Oliver
318044,0,0,2015,Liz Garbus
259958,0,0,2015,Chris Messina
316715,0,0,2015,Paul Andrew Williams
308027,0,0,2015,Jim Strouse
279144,0,0,2015,Jon Schnepp
355020,0,0,2015,Evgeny Afineevsky
323665,0,0,2015,Jordan Galland
358895,0,30400,2015,Rob Reiner
347548,0,0,2015,Neil Mcenery-West
353345,0,0,2015,Steven R. Monroe
323370,0,0,2015,Alistair Legrand
337958,0,0,2015,Jeremy Sims
333674,0,0,2015,Adam Schindler
301728,0,0,2015,Shane Abbess
366018,0,0,2015,Mariah Carey
256030,0,0,2015,Steve Wolsh
356149,0,0,2015,Andrew Jones
300666,0,0,2015,Daniel Duran
347642,0,0,2015,Chad Archibald
373558,0,0,2015,Jonas Åkerlund
367326,0,0,2015,Mike Thurmeier
329205,0,0,2015,Petr Jákl Jr.
386501,0,0,2015,Eshom Nelms
321769,0,0,2015,Alex Winter
251471,650000,0,2015,Kief Davidson
174340,0,0,2015,Marina Zenovich
309298,0,0,2015,Jared Hess
285840,0,0,2015,Adam Brooks
308077,0,0,2015,Sebastián Silva
321109,0,0,2015,Adam Curtis
341886,0,0,2015,L. Gustavo Cooper
308024,0,1100000,2015,Patrick Brice
356216,2500000,0,2015,Zackary Adler
311615,0,0,2015,Alex Winter
333873,0,0,2015,Charles de Lauzirika
362154,0,0,2015,Ding Sheng
293941,0,0,2015,Stéphanie Joalland
360203,0,0,2015,Trey Nelson
294132,0,104507,2015,Andrew Bujalski
301629,0,0,2015,Jamie Babbit
331592,0,0,2015,Khalil Sullins
342464,0,0,2015,Janet Grillo
332976,0,0,2015,Keoni Waxman
367551,0,0,2015,Nick Love
353610,0,0,2015,Roel Reiné
316410,0,0,2015,Jared Cohn
106845,9500000,0,2015,Valeri Milev
339362,0,0,2015,Jon Drever
323966,0,0,2015,Ara Paiaya
354857,3000000,0,2015,J.G. Quintel
333653,0,0,2015,Nancy Savoca
323366,0,0,2015,Mickey Keating
75861,3400000,0,2015,Nathan Frankowski
283698,0,6921,2015,Saverio Costanzo
363889,0,0,2015,Andy Palmer
329020,0,0,2015,Raul Garcia
323272,3000000,67790117,2015,Alex Kendrick
343921,0,0,2015,Rachel Goldenberg
361671,0,0,2015,JR
346494,0,0,2015,Florian Cossen
321974,0,0,2015,Amy Berg
363757,0,0,2015,Marco Ponti
328820,0,0,2015,Amariah Olson
359255,0,0,2015,Shawn Rasmussen
355178,0,0,2015,Chris Rock
310491,0,0,2015,Gerard Barrett
319096,0,0,2015,Angela Bassett
285024,0,0,2015,Ben Safdie
360341,0,0,2015,Morgan Neville
329556,1000000,0,2015,Levan Bakhia
241927,0,0,2015,Bruce McDonald
347751,0,0,2015,Victor Zarcoff
287692,0,0,2015,Patrick Robert Young
321668,0,0,2015,Chad Michael Ward
315024,0,0,2015,Sean Cain
323674,0,0,2015,Hannah Fidell
345944,0,0,2015,Brent Hodge
300686,0,0,2015,Ezna Sands
324253,0,0,2015,Colin Hanks
395560,1300000,0,2015,Andrew Martin
312827,0,28281,2015,Rodney Ascher
308084,0,0,2015,Sean Baker
268725,0,0,2015,Scott Beck
308361,0,0,2015,Nikole Beckwith
327029,0,0,2015,Joseph Kahn
249916,0,0,2015,Desiree Akhavan
331161,0,0,2015,Jarret Tarnol
339065,0,0,2015,Andrew Morgan
244563,0,0,2015,David Zellner
360605,0,0,2015,Paul Hoen
315855,0,0,2015,Guy Maddin
319152,0,0,2015,Bryan Carberry
369058,0,0,2015,Michael Feifer
347762,0,0,2015,Anthony DiBlasi
325113,0,0,2015,Amy S. Weber
336167,0,0,2015,LazRael Lison
312797,0,0,2015,Basel Owies
312804,0,0,2015,Josh Mond
339751,0,0,2015,Kent Jones
333350,0,0,2015,David Gelb
351043,3000000,0,2015,Michael Polish
224972,0,0,2015,Jennifer Siebel Newsom
295595,0,0,2015,Benjamin Statler
371758,0,0,2015,Craig Viveiros
317981,0,0,2015,Brian James O'Connell
309889,0,0,2015,Rustam Branaman
333103,0,0,2015,Joel Gallen
263105,0,0,2015,Eric Schaeffer
319076,0,0,2015,Stevan Riley
309063,0,0,2015,Israel Luna
278247,0,0,2015,Khoa Lê
332839,0,0,2015,Jorge Michel Grau
367215,0,0,2015,David Sington
261860,0,0,2015,Frédéric Tcheng
362434,0,0,2015,Peter Sullivan
371759,0,0,2015,Douglas Mackinnon
316761,0,0,2015,Bobcat Goldthwait
341077,0,0,2015,Tom Daley
330037,0,0,2015,Karan Malhotra
347944,0,0,2015,Sonny Mallhi
373977,0,0,2015,Nick Hurran
279972,0,0,2015,Adam Green
306952,0,0,2015,Kristin Hanggi
339060,0,0,2015,T.C. Christensen
362439,0,0,2015,Nick Lyon
355600,0,0,2015,Paul Thomas Anderson
346170,0,0,2015,Ben Jehoshua
308447,0,0,2015,Spike Brandt
348035,0,0,2015,Phil Joanou
298032,0,0,2015,Bryan Bockbrader
371833,0,0,2015,Alex Pillai
295886,1900000,0,2015,Jamal Hill
300654,0,0,2015,Frank Hall Green
365717,0,0,2015,Martin Scorsese
321594,0,0,2015,Louis C.K.
307931,0,1301696,2015,Crystal Moselle
340247,0,0,2015,Kent Moran
326665,0,0,2015,Aziz Ansari
332706,0,0,2015,Diane Bell
333377,0,44695,2015,Jared P. Scott
275696,0,0,2015,Gabriel Cowan
326247,0,0,2015,Aaron Keeling
333287,0,0,2015,Don Argott
318973,0,0,2015,Christopher K. Walker
273899,13500000,187674,2015,Roland Emmerich
321039,0,0,2015,Keith Arem
345468,0,0,2015,Josh Forbes
269033,10,0,2015,James Healey
319091,0,0,2015,Kirby Dick
323435,0,0,2015,Andrew Droz Palermo
318225,0,0,2015,Kristina Goolsby
363480,0,0,2015,Jonathan Wright
291290,0,0,2015,Steven C. Miller
352552,0,0,2015,Amy Rice
343981,0,0,2015,Jane Preston
366929,0,0,2015,Gary Leva
341051,0,0,2015,Michael Medaglia
319067,1000000,0,2015,Robert Gordon
332177,0,0,2015,Jen Soska
254800,0,0,2015,John Swetnam
291151,0,0,2015,Guillermo Amoedo
332479,0,0,2015,Paul Johnson
299780,0,0,2015,John Goldschmidt
348296,0,0,2015,Elliot Hegarty
357974,0,0,2015,Andrew Drazek
347258,0,0,2015,Robert Mond
312793,0,0,2015,Scott Dow
340361,0,0,2015,Philippe Le Guay
306943,0,0,2015,Peter Hutchings
324325,0,0,2015,Samantha Futerman
321640,0,0,2015,Andrew Jarecki
309919,2000000,0,2015,Derick Martini
303867,0,0,2015,Don Hertzfeldt
325365,0,0,2015,Billy Corben
330916,0,0,2015,Felix Thompson
273599,0,0,2015,Dru Brown
333620,0,0,2015,Doug Campbell
325843,0,0,2015,Michael Goldfine
253303,0,13684,2015,Joel Potrykus
356846,0,0,2015,Owen Harris
331501,0,0,2015,Alex Garcia Lopez
361043,0,0,2015,Antonio Padovan
329289,0,0,2015,James Moran
334682,0,0,2015,Nelson George
356335,0,0,2015,Tim Kinzy
339928,0,732655,2015,Maclain Nelson
367735,0,0,2015,Rhys Thomas
266764,0,0,2015,Geeta Patel
328346,0,0,2015,Rory Karpf
333346,0,0,2015,Michael Winterbottom
157336,165000000,621752480,2014,Christopher Nolan
118340,170000000,773312399,2014,James Gunn
100402,170000000,714766572,2014,Joe Russo
245891,20000000,78739897,2014,Chad Stahelski
131631,125000000,752100229,2014,Francis Lawrence
122917,250000000,955119788,2014,Peter Jackson
177572,165000000,652105443,2014,Don Hall
205596,14000000,233555708,2014,Morten Tyldum
198663,34000000,348319861,2014,Wes Ball
194662,18000000,103215094,2014,Alejandro González Iñárritu
210577,61000000,369330363,2014,David Fincher
228150,68000000,211817906,2014,David Ayer
181533,127000000,349424282,2014,Shawn Levy
157350,85000000,288747895,2014,Neil Burger
127585,250000000,746000000,2014,Bryan Singer
240832,40000000,463360063,2014,Luc Besson
98566,125000000,477200000,2014,Jonathan Liebesman
225886,40000000,126069509,2014,Jake Kasdan
242582,8500000,38697217,2014,Dan Gilroy
91314,210000000,245500000,2014,Michael Bay
120467,30000000,174600318,2014,Wes Anderson
244786,3300000,13993093,2014,Damien Chazelle
119450,170000000,708200000,2014,Matt Reeves
156022,55000000,192330738,2014,Antoine Fuqua
227159,42000000,106645357,2014,Sean Anders
102382,200000000,705717432,2014,Marc Webb
137113,178000000,370541256,2014,Doug Liman
228967,44000000,11305175,2014,Evan Goldberg
190859,58800000,542307423,2014,Clint Eastwood
147441,140000000,268031828,2014,Ridley Scott
124905,160000000,529076069,2014,Gareth Edwards
102651,180000000,758410378,2014,Robert Stromberg
254904,15000000,32556119,2014,Roger Donaldson
242512,5000000,102529779,2014,Stiles White
82702,145000000,609123048,2014,Dean DeBlois
270303,2000000,13500000,2014,David Robert Mitchell
138103,90000000,206172544,2014,Patrick Hughes
137106,60000000,469160692,2014,Phil Lord
72784,13000000,0,2014,Erik Van Looy
68737,95000000,114178613,2014,Sergey Bodrov
266856,15000000,121201940,2014,James Marsh
193893,17000000,136621271,2014,Luke Greenfield
49017,70000000,215529201,2014,Gary Shore
270946,132000000,373552094,2014,Simon J. Smith
224141,50000000,212902372,2014,Rob Marshall
53182,110000000,337580051,2014,Noam Murro
227156,25000000,66980456,2014,Phillip Noyce
187017,50000000,188441614,2014,Phil Lord
169917,28000000,53181600,2014,Scott Frank
116149,55000000,259207227,2014,Paul King
284276,7000000,2360281,2014,Daniel Barnz
212778,11000000,45967935,2014,Jon Favreau
238636,9000000,108782847,2014,James DeMonaco
218043,16000000,19682924,2014,Vic Armstrong
85350,4000000,44349000,2014,Richard Linklater
241239,20000000,12007070,2014,J.C. Chandor
184315,100000000,243400000,2014,Brett Ratner
86834,125000000,362637473,2014,Darren Aronofsky
205587,50000000,83719388,2014,David Dobkin
256092,12000000,0,2014,Brian Trenchard-Smith
232672,40000000,123494610,2014,Frank Coraci
195589,18000000,268157400,2014,Nicholas Stoller
249164,11000000,78874843,2014,R.J. Cutler
243683,45000000,86165646,2014,Trish Sie
200727,0,4439431,2014,Christian Ditter
222935,12000000,305151265,2014,Josh Boone
